code,base,colorSuffix,role,onPost,standard,pitchMm,fixing,boxShape,supportType,frameLayout,postCount,standardSignalsIT,standardSignalsDE,outletStandard,series,seriesSource,seriesConfidence,moduleCount,frameModules,moduleSpanCurated,color,isColor,material,unit,priceEUR,priceStatus,packQty,categoryDerived,note,sourceSheet,sourceRow
03020.1,03020,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,26.57,ok,10,Слаботочные розетки и интерфейсы,,VIMAR,526
03020.2,03020,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,30.43,ok,10,Слаботочные розетки и интерфейсы,,VIMAR,527
03020.3,03020,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,34.19,ok,10,Слаботочные розетки и интерфейсы,,VIMAR,528
03020.5,03020,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,41.95,ok,5,Слаботочные розетки и интерфейсы,,VIMAR,529
03022.05,03022,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,24.24,ok,10,Слаботочные розетки и интерфейсы,,VIMAR,530
03022.1,03022,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,28.98,ok,10,Слаботочные розетки и интерфейсы,,VIMAR,531
03022.2,03022,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,33.08,ok,10,Слаботочные розетки и интерфейсы,,VIMAR,532
03022.3,03022,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,37.32,ok,10,Слаботочные розетки и интерфейсы,,VIMAR,533
03022.5,03022,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,45.81,ok,5,Слаботочные розетки и интерфейсы,,VIMAR,534
03024.7,03024,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1138.21,ok,1,Слаботочные розетки и интерфейсы,,VIMAR,535
03024.8,03024,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,752.1,ok,1,Слаботочные розетки и интерфейсы,,VIMAR,536
03024.9,03024,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1161.09,ok,1,Слаботочные розетки и интерфейсы,,VIMAR,537
03090.B,03090,B,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,голубая,true,,шт.,31.91,ok,1,Слаботочные розетки и интерфейсы,,VIMAR,538
03090.G,03090,G,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,зеленая,true,,шт.,31.91,ok,1,Слаботочные розетки и интерфейсы,,VIMAR,539
03090.R,03090,R,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,красная,true,,шт.,31.91,ok,1,Слаботочные розетки и интерфейсы,,VIMAR,540
03090.W,03090,W,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,белая,true,,шт.,31.91,ok,1,Слаботочные розетки и интерфейсы,,VIMAR,541
03090.Y,03090,Y,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,желтая,true,,шт.,31.91,ok,1,Слаботочные розетки и интерфейсы,,VIMAR,542
03100.KSC,03100,KSC,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,34.55,ok,1,Силовые розетки,,VIMAR,543
03100.LC,03100,LC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,28.97,ok,6,Монтажные аксессуары,,VIMAR,544
03100.SC,03100,SC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,23.15,ok,6,Монтажные аксессуары,,VIMAR,545
03101.LC,03101,LC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,10.46,ok,6,Монтажные аксессуары,,VIMAR,546
03101.SC,03101,SC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,8.33,ok,6,Монтажные аксессуары,,VIMAR,547
03101.ST,03101,ST,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,12.99,ok,6,Монтажные аксессуары,Запрашивать остатки,VIMAR,548
03103.SC,03103,SC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,125.19,ok,1,Монтажные аксессуары,,VIMAR,549
03104.LC,03104,LC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,140.84,ok,1,Монтажные аксессуары,,VIMAR,550
03106.SC,03106,SC,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,166.06,ok,1,Прочее оборудование,Запрашивать остатки,VIMAR,551
03106.ST,03106,ST,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,121.92,ok,1,Прочее оборудование,Запрашивать остатки,VIMAR,552
03107.SC,03107,SC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,100.15,ok,1,Монтажные аксессуары,,VIMAR,553
03108.LC,03108,LC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,112.67,ok,1,Монтажные аксессуары,,VIMAR,554
03110.SC,03110,SC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,208.5,ok,1,Прочее оборудование,Запрашивать остатки,VIMAR,555
03111.SC,03111,SC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,208.5,ok,1,Прочее оборудование,Запрашивать остатки,VIMAR,556
03113.LC,03113,LC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,144.07,ok,1,Прочее оборудование,,VIMAR,557
03113.SC,03113,SC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,97.05,ok,1,Прочее оборудование,,VIMAR,558
03113.SC.LC,03113,SC.LC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,166.81,ok,1,Прочее оборудование,,VIMAR,559
03114.LC,03114,LC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,116.6,ok,1,Прочее оборудование,,VIMAR,560
03114.SC,03114,SC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,78.55,ok,1,Прочее оборудование,,VIMAR,561
03114.SC.LC,03114,SC.LC,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,135.02,ok,1,Прочее оборудование,,VIMAR,562
03117.LC,03117,LC,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,31.67,ok,1,Прочее оборудование,,VIMAR,563
03117.SC,03117,SC,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,26.89,ok,1,Прочее оборудование,,VIMAR,564
03117.ST,03117,ST,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,23.81,ok,1,Прочее оборудование,,VIMAR,565
03118.LC,03118,LC,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,24.38,ok,1,Прочее оборудование,,VIMAR,566
03118.SC,03118,SC,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,20.69,ok,1,Прочее оборудование,,VIMAR,567
03118.ST,03118,ST,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,18.27,ok,1,Прочее оборудование,,VIMAR,568
03200.1U,03200,1U,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,98.71,ok,10,Прочее оборудование,,VIMAR,569
03200.2U,03200,2U,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,105.47,ok,5,Прочее оборудование,,VIMAR,570
03201.1U,03201,1U,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,47.98,ok,10,Прочее оборудование,,VIMAR,571
03201.2U,03201,2U,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,57.63,ok,10,Прочее оборудование,,VIMAR,572
03201.3U,03201,3U,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,67.03,ok,10,Прочее оборудование,,VIMAR,573
03202.2U,03202,2U,support,true,unknown,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,116.72,ok,5,Монтажные аксессуары,,VIMAR,574
03203.2U,03203,2U,support,true,unknown,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,95.82,ok,10,Монтажные аксессуары,,VIMAR,575
03206.4,03206,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1043.64,ok,1,Прочее оборудование,,VIMAR,576
03209.4,03209,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1088.9,ok,1,Прочее оборудование,,VIMAR,577
03212.4,03212,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1224.92,ok,1,Прочее оборудование,,VIMAR,578
03215.4,03215,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1321.42,ok,1,Прочее оборудование,,VIMAR,579
03224.4,03224,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,2398.16,ok,1,Прочее оборудование,,VIMAR,580
03225.4,03225,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,3491.63,ok,1,Прочее оборудование,,VIMAR,581
03225.4M,03225,4M,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,213.32,ok,1,Прочее оборудование,,VIMAR,582
03225.4P,03225,4P,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1228.94,ok,1,Прочее оборудование,,VIMAR,583
03242.4,03242,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,2977.09,ok,1,Прочее оборудование,,VIMAR,584
03242.4F,03242,4F,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1181.14,ok,1,Прочее оборудование,,VIMAR,585
03242.4M,03242,4M,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,262.25,ok,1,Прочее оборудование,,VIMAR,586
03242.4Z,03242,4Z,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,310.06,ok,1,Прочее оборудование,,VIMAR,587
03243.3,03243,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4997.88,ok,1,Прочее оборудование,Запрашивать остатки,VIMAR,588
03243.4,03243,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4326.41,ok,1,Прочее оборудование,,VIMAR,589
03243.4Z,03243,4Z,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,555.25,ok,1,Прочее оборудование,,VIMAR,590
03245.4,03245,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4500.17,ok,1,Прочее оборудование,,VIMAR,591
03245.4Z,03245,4Z,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,581.02,ok,1,Прочее оборудование,,VIMAR,592
03250,03250,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,289.03,ok,1,Прочее оборудование,,VIMAR,593
03255,03255,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,9929.96,ok,1,Прочее оборудование,Запрашивать остатки,VIMAR,594
03256,03256,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,251.35,ok,1,Прочее оборудование,,VIMAR,595
03257,03257,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1.45,ok,25,Монтажные аксессуары,,VIMAR,596
03260.1,03260,,other,false,n-a,,,unknown,unknown,,,,,universal,,,missing,,,,,false,,шт.,519.72,ok,1,Прочее оборудование,,VIMAR,597
03309,03309,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,786.19,ok,1,Прочее оборудование,,VIMAR,598
03310.S,03310,S,din,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,79.78,ok,1,Монтажные аксессуары,,VIMAR,599
03905,03905,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,201.35,ok,5,Прочее оборудование,,VIMAR,600
03906,03906,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,181.86,ok,1,Автоматизация и умный дом,,VIMAR,601
20506,20506,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,173.43,ok,1,Автоматизация и умный дом,,VIMAR,602
03955,03955,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,173.43,ok,1,Автоматизация и умный дом,,VIMAR,603
03980,03980,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,178.93,ok,1,Прочее оборудование,,VIMAR,604
03981,03981,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,132.41,ok,1,Автоматизация и умный дом,,VIMAR,605
03982,03982,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,двойной,true,,шт.,197.59,ok,1,"Выключатели, переключатели и кнопки",,VIMAR,606
03983,03983,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,технология IoT,true,,шт.,166.07,ok,1,"Выключатели, переключатели и кнопки",,VIMAR,607
03985,03985,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,технология IoT,true,,шт.,242.83,ok,1,"Выключатели, переключатели и кнопки",,VIMAR,608
03986,03986,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,технология IoT,true,,шт.,263.07,ok,1,"Выключатели, переключатели и кнопки",,VIMAR,609
03991,03991,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,29.96,ok,10,"Выключатели, переключатели и кнопки",,VIMAR,610
03992,03992,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,33.96,ok,10,"Выключатели, переключатели и кнопки",,VIMAR,611
03993,03993,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,35.95,ok,10,"Выключатели, переключатели и кнопки",,VIMAR,612
03994,03994,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,31.16,ok,10,"Выключатели, переключатели и кнопки",,VIMAR,613
03996,03996,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,64.66,ok,10,"Выключатели, переключатели и кнопки",,VIMAR,614
03997,03997,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,20.77,ok,10,"Выключатели, переключатели и кнопки",,VIMAR,615
03998,03998,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,63.11,ok,1,Прочее оборудование,,VIMAR,616
07052,07052,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.49,ok,50,Светорегуляторы и управление светом,,VIMAR,617
07054,07054,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.92,ok,50,Светорегуляторы и управление светом,,VIMAR,618
07055,07055,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,7.48,ok,50,Светорегуляторы и управление светом,,VIMAR,619
07935.1,07935,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,0.48,ok,100,Монтажные аксессуары,,VIMAR,620
07937,07937,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,0.5,ok,500,Монтажные аксессуары,,VIMAR,621
07939,07939,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,0.62,ok,500,Монтажные аксессуары,,VIMAR,622
08000,08000,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,10.17,ok,50,"Выключатели, переключатели и кнопки",,VIMAR,623
08001,08001,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,12.81,ok,50,"Выключатели, переключатели и кнопки",,VIMAR,624
08004,08004,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,13.26,ok,50,"Выключатели, переключатели и кнопки",,VIMAR,625
08005,08005,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,16.88,ok,50,"Выключатели, переключатели и кнопки",,VIMAR,626
08013,08013,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,39.04,ok,50,"Выключатели, переключатели и кнопки",,VIMAR,627
08016,08016,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,35.72,ok,50,"Выключатели, переключатели и кнопки",,VIMAR,628
