code,base,colorSuffix,role,onPost,standard,pitchMm,fixing,boxShape,supportType,frameLayout,postCount,standardSignalsIT,standardSignalsDE,outletStandard,series,seriesSource,seriesConfidence,moduleCount,frameModules,moduleSpanCurated,color,isColor,material,unit,priceEUR,priceStatus,packQty,categoryDerived,note,sourceSheet,sourceRow
01908,01908,,software,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,263.27,ok,1,Монтажные аксессуары,,VIMAR,359
01910,01910,,other,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,274.33,ok,1,"Климат, термостаты и датчики",,VIMAR,360
01910.14,01910,,other,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,274.33,ok,1,"Климат, термостаты и датчики",,VIMAR,361
01910.20,01910,,other,false,n-a,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,274.33,ok,1,"Климат, термостаты и датчики",,VIMAR,362
01921.1,01921,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,100.95,ok,1,"Климат, термостаты и датчики",,VIMAR,363
01923,01923,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,548.34,ok,1,Автоматизация и умный дом,,VIMAR,364
01924,01924,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,656.48,ok,1,Автоматизация и умный дом,,VIMAR,365
01970,01970,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,898.49,ok,1,Прочее оборудование,,VIMAR,366
01971,01971,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,324.28,ok,1,Автоматизация и умный дом,,VIMAR,367
01974,01974,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,325.55,ok,1,Прочее оборудование,Запрашивать остатки,VIMAR,368
01975,01975,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,484.68,ok,1,Автоматизация и умный дом,,VIMAR,369
01976,01976,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,484.68,ok,1,Автоматизация и умный дом,,VIMAR,370
01978,01978,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,484.68,ok,1,Автоматизация и умный дом,Запрашивать остатки,VIMAR,371
01989,01989,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,898.54,ok,1,Прочее оборудование,,VIMAR,372
01993,01993,,mechanism,true,both,,,unknown,unknown,,,,,,By-me,prefix,heuristic,,,,,false,,шт.,426.08,ok,1,Прочее оборудование,,VIMAR,373
02075.AB,02075,AB,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,528.53,ok,1,"Выключатели, переключатели и кнопки",,VIMAR,374
02078,02078,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,3576.22,ok,1,Слаботочные розетки и интерфейсы,,VIMAR,375
02079,02079,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,2216.7,ok,1,Прочее оборудование,,VIMAR,376
02080.AB,02080,AB,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,2584.62,ok,1,Прочее оборудование,,VIMAR,377
02081.AB,02081,AB,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1253.51,ok,1,Прочее оборудование,,VIMAR,378
02082.AB,02082,AB,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1331.11,ok,1,Прочее оборудование,,VIMAR,379
02084,02084,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,белая,true,,шт.,248.28,ok,1,Светорегуляторы и управление светом,,VIMAR,380
02085,02085,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,73.14,ok,1,Прочее оборудование,,VIMAR,381
02086,02086,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,252.43,ok,1,Прочее оборудование,,VIMAR,382
02087,02087,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,324.54,ok,1,Светорегуляторы и управление светом,,VIMAR,383
02088,02088,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,396.79,ok,1,Светорегуляторы и управление светом,,VIMAR,384
02089.AB,02089,AB,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,363.52,ok,1,Светорегуляторы и управление светом,,VIMAR,385
02090.3,02090,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,710.19,ok,1,Прочее оборудование,,VIMAR,386
02094,02094,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4728.89,ok,1,Прочее оборудование,,VIMAR,387
02095,02095,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4433.36,ok,1,Прочее оборудование,,VIMAR,388
02096,02096,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1093.59,ok,1,Прочее оборудование,,VIMAR,389
02098,02098,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,438.98,ok,1,Прочее оборудование,,VIMAR,390
02101,02101,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4.86,ok,50,Светорегуляторы и управление светом,,VIMAR,391
02101.B,02101,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.46,ok,50,Светорегуляторы и управление светом,,VIMAR,392
02101.S,02101,S,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4,ok,50,Светорегуляторы и управление светом,,VIMAR,393
02101.S.B,02101,S.B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4.6,ok,50,Светорегуляторы и управление светом,,VIMAR,394
02104,02104,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.4,ok,50,Светорегуляторы и управление светом,,VIMAR,395
02104.B,02104,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,6,ok,50,Светорегуляторы и управление светом,,VIMAR,396
02104.S,02104,S,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4.88,ok,50,Светорегуляторы и управление светом,,VIMAR,397
02104.S.B,02104,S.B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.48,ok,50,Светорегуляторы и управление светом,,VIMAR,398
02107,02107,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.43,ok,50,Светорегуляторы и управление светом,,VIMAR,399
02107.B,02107,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,6.03,ok,50,Светорегуляторы и управление светом,,VIMAR,400
02107.S,02107,S,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4.71,ok,50,Светорегуляторы и управление светом,,VIMAR,401
02107.S.B,02107,S.B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.31,ok,50,Светорегуляторы и управление светом,,VIMAR,402
02109,02109,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,0.8,ok,100,Светорегуляторы и управление светом,,VIMAR,403
02109.B,02109,B,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,1.03,ok,100,Светорегуляторы и управление светом,,VIMAR,404
02115,02115,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,8.67,ok,50,Светорегуляторы и управление светом,,VIMAR,405
02115.B,02115,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,10.66,ok,50,Светорегуляторы и управление светом,,VIMAR,406
02121,02121,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4.03,ok,100,Светорегуляторы и управление светом,,VIMAR,407
02121.B,02121,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,бел,true,,шт.,4.52,ok,100,Светорегуляторы и управление светом,,VIMAR,408
02121.S,02121,S,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,3.22,ok,100,Светорегуляторы и управление светом,,VIMAR,409
02121.S.B,02121,S.B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,3.7,ok,100,Светорегуляторы и управление светом,,VIMAR,410
02124,02124,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4.48,ok,100,Светорегуляторы и управление светом,,VIMAR,411
02124.B,02124,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4.96,ok,100,Светорегуляторы и управление светом,,VIMAR,412
02127,02127,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4.39,ok,100,Светорегуляторы и управление светом,,VIMAR,413
02127.B,02127,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4.87,ok,100,Светорегуляторы и управление светом,,VIMAR,414
02127.S,02127,S,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,черный,true,,шт.,3.62,ok,100,Светорегуляторы и управление светом,,VIMAR,415
02127.S.B,02127,S.B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,белый,true,,шт.,4.1,ok,100,Светорегуляторы и управление светом,,VIMAR,416
02129,02129,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,0.46,ok,100,Светорегуляторы и управление светом,,VIMAR,417
02129.B,02129,B,insert,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,0.59,ok,100,Монтажные аксессуары,,VIMAR,418
02135,02135,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,6.63,ok,100,Светорегуляторы и управление светом,,VIMAR,419
02135.B,02135,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,8.53,ok,100,Светорегуляторы и управление светом,,VIMAR,420
02141,02141,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,14.34,ok,50,Светорегуляторы и управление светом,,VIMAR,421
02142,02142,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,15.07,ok,50,Светорегуляторы и управление светом,,VIMAR,422
02143,02143,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,14.58,ok,50,Светорегуляторы и управление светом,,VIMAR,423
02144,02144,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,15.21,ok,50,Светорегуляторы и управление светом,,VIMAR,424
02145,02145,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,12.89,ok,100,Светорегуляторы и управление светом,,VIMAR,425
02146,02146,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,14.58,ok,100,Светорегуляторы и управление светом,,VIMAR,426
02147,02147,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,13.62,ok,100,Светорегуляторы и управление светом,,VIMAR,427
02148,02148,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,15.02,ok,100,Светорегуляторы и управление светом,,VIMAR,428
02149,02149,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,2.6,ok,100,Прочее оборудование,,VIMAR,429
02150,02150,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,3.47,ok,100,Прочее оборудование,,VIMAR,430
02164,02164,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,29.17,ok,50,Светорегуляторы и управление светом,,VIMAR,431
02174,02174,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,6.78,ok,20,Светорегуляторы и управление светом,,VIMAR,432
02174.D,02174,D,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,8.34,ok,20,Светорегуляторы и управление светом,,VIMAR,433
02174.S,02174,S,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,7.85,ok,20,Светорегуляторы и управление светом,,VIMAR,434
02182,02182,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,16.86,ok,20,Светорегуляторы и управление светом,,VIMAR,435
02182.D,02182,D,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,18.9,ok,20,Светорегуляторы и управление светом,,VIMAR,436
02187,02187,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,38.58,ok,10,Светорегуляторы и управление светом,,VIMAR,437
02195,02195,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,9.6,ok,20,Светорегуляторы и управление светом,,VIMAR,438
02196,02196,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.23,ok,10,Светорегуляторы и управление светом,,VIMAR,439
02197,02197,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,9.6,ok,100,Светорегуляторы и управление светом,,VIMAR,440
02250,02250,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,29.52,ok,20,Светорегуляторы и управление светом,Запрашивать остатки,VIMAR,441
02370,02370,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,8.49,ok,100,Светорегуляторы и управление светом,,VIMAR,442
02375,02375,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,10.37,ok,50,Светорегуляторы и управление светом,,VIMAR,443
02378,02378,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,10.12,ok,50,Светорегуляторы и управление светом,,VIMAR,444
02380,02380,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,14.93,ok,20,Светорегуляторы и управление светом,Запрашивать остатки,VIMAR,445
02381,02381,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,14.93,ok,20,Светорегуляторы и управление светом,,VIMAR,446
02390,02390,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,31.4,ok,20,Светорегуляторы и управление светом,,VIMAR,447
02391,02391,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,31.4,ok,20,Светорегуляторы и управление светом,,VIMAR,448
02396,02396,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,10.22,ok,50,Светорегуляторы и управление светом,,VIMAR,449
02405,02405,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,2.34,ok,100,Светорегуляторы и управление светом,,VIMAR,450
02418,02418,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.78,ok,100,Светорегуляторы и управление светом,Запрашивать остатки,VIMAR,451
02438,02438,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,латунь,шт.,3.49,ok,100,Прочее оборудование,,VIMAR,452
02439,02439,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,латунь,шт.,2,ok,100,Прочее оборудование,Запрашивать остатки,VIMAR,453
02445,02445,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4.69,ok,100,Светорегуляторы и управление светом,,VIMAR,454
02446,02446,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.69,ok,100,Светорегуляторы и управление светом,,VIMAR,455
02463,02463,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.8,ok,100,Светорегуляторы и управление светом,,VIMAR,456
02464,02464,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,9.57,ok,100,Светорегуляторы и управление светом,,VIMAR,457
02473,02473,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,3.29,ok,100,Светорегуляторы и управление светом,,VIMAR,458
02474,02474,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.79,ok,100,Светорегуляторы и управление светом,Запрашивать остатки,VIMAR,459
02514,02514,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,2.88,ok,100,Прочее оборудование,,VIMAR,460
02515,02515,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,2.3,ok,100,Прочее оборудование,,VIMAR,461
02633,02633,,insert,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,0.85,ok,100,Монтажные аксессуары,,VIMAR,462
02645,02645,,insert,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,3.45,ok,200,Монтажные аксессуары,,VIMAR,463
02646,02646,,insert,true,both,,claws,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,4.39,ok,100,Монтажные аксессуары,,VIMAR,464
02647,02647,,insert,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,5.07,ok,50,Монтажные аксессуары,,VIMAR,465
02648,02648,,insert,true,both,,claws,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,7.66,ok,70,Монтажные аксессуары,,VIMAR,466
02653,02653,,insert,true,both,,,unknown,unknown,3,,,,,,,missing,3,,,,false,,шт.,7.09,ok,50,Монтажные аксессуары,,VIMAR,467
02660.1,02660,,other,false,n-a,,,unknown,unknown,,,,,,Arké/Plana,name-multi,file,7,,,,false,,шт.,165.16,ok,1,Слаботочные розетки и интерфейсы,,VIMAR,468
02660.1.120,02660,,other,false,n-a,,,unknown,unknown,,,,,,Arké/Plana,name-multi,file,7,,,,false,,шт.,165.16,ok,1,Слаботочные розетки и интерфейсы,Запрашивать остатки,VIMAR,469
02661,02661,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,name,file,7,,,,false,,шт.,206.19,ok,1,Светорегуляторы и управление светом,,VIMAR,470
02661.120,02661,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,name,file,7,,,,false,,шт.,206.19,ok,1,Светорегуляторы и управление светом,Запрашивать остатки,VIMAR,471
02670.1,02670,,other,false,n-a,,,unknown,unknown,,,,,,Arké/Plana,name-multi,file,7,,,,false,,шт.,305.46,ok,1,Слаботочные розетки и интерфейсы,Запрашивать остатки,VIMAR,472
02671,02671,,other,false,n-a,,,unknown,unknown,,,,,,Eikon,name,file,7,,,,false,,шт.,335.98,ok,1,Светорегуляторы и управление светом,Запрашивать остатки,VIMAR,473
02674,02674,,mechanism,true,both,,,unknown,unknown,,,,,,Eikon/Arké/Plana,name-multi,file,,,,серии Plana/Arké/Eikon,true,,шт.,62.8,ok,1,Слаботочные розетки и интерфейсы,Новинка 07.2026,VIMAR,474
02674.B,02674,B,mechanism,true,both,,,unknown,unknown,,,,,,Eikon/Arké/Plana,name-multi,file,,,,серии Plana/Arké/Eikon,true,,шт.,62.8,ok,1,Слаботочные розетки и интерфейсы,Новинка 07.2026,VIMAR,475
02675,02675,,mechanism,true,both,,,unknown,unknown,,,,,,Arké/Plana,name-multi,file,,,,серии Plana/Arké,true,,шт.,62.8,ok,1,Слаботочные розетки и интерфейсы,Новинка 07.2026,VIMAR,476
02685,02685,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,80.5,ok,10,Прочее оборудование,,VIMAR,477
02686.1,02686,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,90.24,ok,10,Прочее оборудование,,VIMAR,478
02686.AX,02686,AX,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,104.55,ok,10,Прочее оборудование,,VIMAR,479
02687,02687,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,3,,,,false,,шт.,134.05,ok,10,"Выключатели, переключатели и кнопки",,VIMAR,480
02687.AX,02687,AX,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,3,,,,false,,шт.,156.83,ok,10,"Выключатели, переключатели и кнопки",,VIMAR,481
02690,02690,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,124.94,ok,1,"Климат, термостаты и датчики",,VIMAR,482
02692,02692,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,381.39,ok,1,"Климат, термостаты и датчики",,VIMAR,483
02692.S.1,02692,S,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,45.58,ok,1,"Климат, термостаты и датчики",,VIMAR,484
02900.1,02900,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,белый,true,,шт.,118.34,ok,1,"Климат, термостаты и датчики",,VIMAR,485
02912,02912,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,431.07,ok,1,"Климат, термостаты и датчики",,VIMAR,486
02912.G,02912,G,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,431.07,ok,1,"Климат, термостаты и датчики",,VIMAR,487
02913,02913,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,610.55,ok,1,"Климат, термостаты и датчики",,VIMAR,488
02913.G,02913,G,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,610.55,ok,1,"Климат, термостаты и датчики",,VIMAR,489
02915,02915,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,114.02,ok,1,Прочее оборудование,Запрашивать остатки,VIMAR,490
02951,02951,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,черный,true,,шт.,451.81,ok,1,"Климат, термостаты и датчики",Запрашивать остатки,VIMAR,491
02951.B,02951,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,белый,true,,шт.,451.81,ok,1,"Климат, термостаты и датчики",Запрашивать остатки,VIMAR,492
02952,02952,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,черный,true,,шт.,652.27,ok,1,"Климат, термостаты и датчики",Запрашивать остатки,VIMAR,493
02952.B,02952,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,белый,true,,шт.,652.27,ok,1,"Климат, термостаты и датчики",Запрашивать остатки,VIMAR,494
02952.BN,02952,BN,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,нейтральный,true,,шт.,652.27,ok,1,"Климат, термостаты и датчики",Запрашивать остатки,VIMAR,495
02960,02960,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,171.14,ok,1,Прочее оборудование,Запрашивать остатки,VIMAR,496
02963,02963,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,157.37,ok,1,Прочее оборудование,,VIMAR,497
02965.1,02965,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,97.02,ok,10,"Климат, термостаты и датчики",,VIMAR,498
02970,02970,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,237.71,ok,1,"Климат, термостаты и датчики",,VIMAR,499
02970.B,02970,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,237.71,ok,1,"Климат, термостаты и датчики",,VIMAR,500
02970.M,02970,M,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,металл,шт.,241.42,ok,5,"Климат, термостаты и датчики",,VIMAR,501
02970.N,02970,N,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,272.19,ok,5,"Климат, термостаты и датчики",,VIMAR,502
02971,02971,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,285.5,ok,1,"Климат, термостаты и датчики",,VIMAR,503
02971.B,02971,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,285.5,ok,1,"Климат, термостаты и датчики",,VIMAR,504
02971.M,02971,M,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,металл,шт.,291.21,ok,1,"Климат, термостаты и датчики",,VIMAR,505
02971.N,02971,N,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,328.33,ok,1,"Климат, термостаты и датчики",,VIMAR,506
02972,02972,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,458.49,ok,1,"Климат, термостаты и датчики",,VIMAR,507
02972.B,02972,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,458.49,ok,1,"Климат, термостаты и датчики",,VIMAR,508
02972.M,02972,M,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,металл,шт.,467.66,ok,1,"Климат, термостаты и датчики",,VIMAR,509
02972.N,02972,N,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,527.26,ok,1,"Климат, термостаты и датчики",,VIMAR,510
02973.M,02973,M,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,металл,шт.,381.87,ok,1,"Климат, термостаты и датчики",Запрашивать остатки,VIMAR,511
02974,02974,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,374.38,ok,1,"Климат, термостаты и датчики",,VIMAR,512
02974.B,02974,B,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,374.38,ok,1,"Климат, термостаты и датчики",,VIMAR,513
02974.M,02974,M,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,металл,шт.,381.87,ok,1,"Климат, термостаты и датчики",,VIMAR,514
02974.N,02974,N,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,2,,,,false,,шт.,430.54,ok,1,"Климат, термостаты и датчики",,VIMAR,515
03002.13,03002,,mechanism,true,both,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,32.71,ok,1,Прочее оборудование,,VIMAR,516
03009.11,03009,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,19.16,ok,8,Слаботочные розетки и интерфейсы,,VIMAR,517
03009.13,03009,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,26.21,ok,8,Слаботочные розетки и интерфейсы,,VIMAR,518
03009.14,03009,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,39.39,ok,8,Слаботочные розетки и интерфейсы,,VIMAR,519
03009.15,03009,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,33.75,ok,8,Слаботочные розетки и интерфейсы,,VIMAR,520
03009.16,03009,,other,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,51.98,ok,8,Слаботочные розетки и интерфейсы,,VIMAR,521
03018.05,03018,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,5,,,,false,,шт.,17.46,ok,10,Слаботочные розетки и интерфейсы,,VIMAR,522
03019.02,03019,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,,,,,false,,шт.,16.39,ok,10,Слаботочные розетки и интерфейсы,,VIMAR,523
03019.05,03019,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,5,,,,false,,шт.,19.34,ok,10,Слаботочные розетки и интерфейсы,,VIMAR,524
03020.05,03020,,accessory,false,n-a,,,unknown,unknown,,,,,,,,missing,5,,,,false,,шт.,23.58,ok,10,Слаботочные розетки и интерфейсы,,VIMAR,525
